row,produto,ean,preco_7_dias,preco_14_dias,preco_21_dias,preco_28_dias,status,revisao_visual,observacao,source,source_page,image_url,title_found,optimized_path,optimized_bytes,original_width,original_height,processed_at
583,BALA GELAT FINI 15G TUBES MORANGO CB,7898591459511,0.76,0.77,0.77,0.78,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
584,BALA GELAT FINI 15G TUBES MORANGO CIT,7898279799823,0.76,0.77,0.77,0.78,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\vila_nova\imagens\7898279799823.webp,10318,0,0,2026-07-07T13:40:35
585,BALA GELAT FINI 15G TUBES TUTTI FRUTT,7898591459474,0.76,0.77,0.77,0.78,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
586,BALA GELAT FINI 35G BANANAS,7908228804567,2.42,2.45,2.46,2.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
587,BALA GELAT FINI 35G BEIJOS DE MORANGO,7908228804383,2.42,2.45,2.46,2.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
588,BALA GELAT FINI 35G MINHOCAS CITRICA,7908228804376,2.42,2.45,2.46,2.48,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
589,BALA ICEKISS 500G GELADINHA CEREJA,7896286621236,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
590,BALA ICEKISS 500G GELADINHA EUCALIPTO,7896286621229,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
591,BALA ICEKISS 500G GELADINHA EXTRA FORTE,7896286621212,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
592,BALA ICEKISS 500G GELADINHA MORANGO,7896286621243,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
593,BALA ICEKISS 500G GELADINHA TUTTI FRUTT,7896286621298,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
594,BALA ICEKISS 500G RECH TENTACAO MELAO,7896286621274,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
595,BALA ICEKISS 500G RECH TENTACAO SORTIDA,7896286621281,7.05,7.14,7.17,7.21,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
596,BALA ICEKISS MASTIG 500G AZEDINHA IOGUR,7896286621397,7.5,7.59,7.63,7.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
597,BALA ICEKISS MASTIG 500G AZEDINHA UVA,7896286621373,7.5,7.59,7.63,7.67,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
598,BALA REGALIZ TUBO DOCILE 70G MOR CITR UN,7896451913845,4.25,4.3,4.32,4.35,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\destro\imagens\7896451913845.webp,58832,0,0,2026-07-07T13:40:35
599,BALA REGALIZ TUBO DOCILE 70G T FRUT CITR,7896451912473,4.25,4.3,4.32,4.35,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
600,"202 BALAO IDEATEX BOLI BOLI LISO 6,5 AZ",7896491440967,0.13,0.13,0.13,0.13,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
601,"193 BALAO IDEATEX BOLI BOLI LISO 6,5 BCO",7896491440912,0.11,0.12,0.12,0.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
602,"197 BALAO IDEATEX BOLI BOLI LISO 6,5 LR",7896491440936,0.11,0.12,0.12,0.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
603,"207 BALAO IDEATEX BOLI BOLI LISO 6,5 PTO",7896491440981,0.11,0.12,0.12,0.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
604,"200 BALAO IDEATEX BOLI BOLI LISO 6,5 ROSA",7896491440950,0.11,0.12,0.12,0.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
605,"192 BALAO IDEATEX BOLI BOLI LISO 6,5 SORT",7896491440998,0.11,0.12,0.12,0.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
606,"199 BALAO IDEATEX BOLI BOLI LISO 6,5 VERM",7896491440943,0.11,0.12,0.12,0.12,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
607,"BALAO IDEATEX PREMIUM LISO 7,0 AZUL",7896491444576,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
608,"BALAO IDEATEX PREMIUM LISO 7,0 BRANCO",7896491444514,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
609,"BALAO IDEATEX PREMIUM LISO 7,0 LARANJA",7896491444538,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
610,"BALAO IDEATEX PREMIUM LISO 7,0 LILAS",7896491444613,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
611,"BALAO IDEATEX PREMIUM LISO 7,0 PRETO",7896491444620,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
612,"BALAO IDEATEX PREMIUM LISO 7,0 ROSA",7896491444552,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
613,"BALAO IDEATEX PREMIUM LISO 7,0 SORTIDO",7896491404457,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
614,"BALAO IDEATEX PREMIUM LISO 7,0 VERMELHO",7896491444545,0.16,0.17,0.17,0.17,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
615,"BALDE PLAST JAGUAR 7,5L COR SORTIDA",7896952500315,9.48,9.6,9.64,9.69,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
616,"BALDE PLAST JAGUAR 13,5L COR SORTIDA",7896952500292,15.91,16.1,16.18,16.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
617,BALDE PLAST JAGUAR 16L MAX TRANSPARENTE,7896952520467,32.72,33.11,33.27,33.42,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
618,BALDE PLAST JAGUAR 18L BCO COM TAMPA,7896952530398,36.18,36.61,36.79,36.96,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
619,BALDE PLAST JAGUAR 18L COR SORTIDA,7896952500308,22.79,23.06,23.17,23.28,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
620,"BANDEJA ISOPOR BOM APETIT B1 15X15X1,8",7898681781119,0.15,0.15,0.15,0.15,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
621,"BANDEJA ISOPOR BOM APETIT B2 21X14X1,7",7898681781126,0.21,0.22,0.22,0.22,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
622,"BANDEJA ISOPOR BOM APETIT B3 23,5X18X1,5",7898681781140,0.27,0.27,0.27,0.27,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
623,"BANDEJA ISOPOR COPOBRAS B2 21X14X1,8CM",7896030899256,0.18,0.18,0.19,0.19,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
624,"BANDEJA ISOPOR COPOBRAS B3 23,5X18X1,6CM",7896030899263,0.3,0.3,0.3,0.3,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
625,BANHEIRA INFLAVEL MOR 130L COR SORT,7896020617822,48.97,49.55,49.78,50.02,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
626,BANQUETA PLAST TRAMONTINA NITEROI BRANCA,7898187046248,27.35,27.67,27.8,27.93,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
627,BANQUETA PLAST TRAMONTINA NITEROI PRETA,7898187046835,21.47,21.73,21.83,21.93,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
628,BARALHO COPAG 139 NAIPE GRANDE,7896008910211,15.55,15.73,15.81,15.88,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
629,771 BARALHO COPAG 139 NAIPE PEQUENO,7896008910136,15.55,15.73,15.81,15.88,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
630,BARALHO COPAG PLAST LEGITIMO JG,7896008916787,38.88,39.35,39.53,39.72,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
631,BARALHO COPAG PLAST TEXAS HOLDEM,7896008947811,43.67,44.18,44.39,44.6,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
632,BARBANTE BARROCO N4 M COLOR AMAR CAN1289,7891113477680,16.38,16.57,16.65,16.73,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
633,BARBANTE BARROCO N4 M COLOR BRANCO 8001,7891113478373,16.38,16.57,16.65,16.73,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
634,BARBANTE BARROCO N4 M COLOR VERM 3402,7891113657723,16.38,16.57,16.65,16.73,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
635,BARBANTE BARROCO N4 NAT 700G,7891113455022,34.65,35.07,35.23,35.4,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
636,BARBANTE BARROCO N6 AMAR MESC 9368,7891113631457,16.41,16.6,16.68,16.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
637,BARBANTE BARROCO N6 M COLOR AMAR CAN1289,7891113652728,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
638,BARBANTE BARROCO N6 M COLOR AMAR OUR1449,7891113652735,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
639,BARBANTE BARROCO N6 M COLOR AZ TURQ2194,7891113652742,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
640,BARBANTE BARROCO N6 M COLOR BCO 8001,7891113652957,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
641,BARBANTE BARROCO N6 M COLOR CASTOR 7603,7891113527323,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
642,BARBANTE BARROCO N6 M COLOR LILAS 6394,7891113652896,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
643,BARBANTE BARROCO N6 M COLOR MARR CHO7738,7891113652940,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
644,BARBANTE BARROCO N6 M COLOR PINK 6085,7891113652865,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
645,BARBANTE BARROCO N6 M COLOR PORCELANA,7891113465977,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
646,BARBANTE BARROCO N6 M COLOR PTO 8990,7891113652964,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
647,BARBANTE BARROCO N6 M COLOR UVA 6375,7891113527347,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
648,BARBANTE BARROCO N6 M COLOR VD MILITAR,7891113466110,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
649,BARBANTE BARROCO N6 M COLOR VDE BAND5767,7891113652841,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
650,BARBANTE BARROCO N6 M COLOR VERM 3402,7891113657808,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
651,BARBANTE BARROCO N6 M COLOR VERM CL 3501,7891113652780,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
652,BARBANTE BARROCO N6 M COLOR VERM PAI3635,7891113652797,31.13,31.5,31.65,31.8,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
653,BARBANTE BARROCO N6 NAT 700G,7891113390897,34.89,35.31,35.47,35.64,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
654,BARBANTE BARROCO N6 NAT BRILHO OURO700G,7891113405096,38.58,39.04,39.22,39.41,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
655,BARBANTE BARROCO N6 NAT BRILHO PRATA700G,7891113405072,38.97,39.44,39.62,39.81,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
656,BARBANTE BARROCO N6 ROSA MESC 9427,7891113631532,16.41,16.6,16.68,16.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
657,BARBANTE BARROCO N6 VD FOLHA M 9536,7891113465175,16.41,16.6,16.68,16.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
658,BARBANTE BARROCO N6 VD FOLHA MESC 9392,7891113631495,16.41,16.6,16.68,16.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
659,BARBANTE BARROCO N6 VERM/SANG 9153,7891113436632,16.41,16.6,16.68,16.76,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
660,BARBANTE BARROCO N8 NAT 700G,7891113455039,34.42,34.83,35,35.16,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
661,488 BARBANTE JK COLOR AMARELO R1088,7898633830780,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
662,BARBANTE JK COLOR AZ ROYAL R1091,7898633830810,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
663,BARBANTE JK COLOR BRANCO R1080,7898633830704,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
664,BARBANTE JK COLOR CONE N6 AZ ROYAL R3015,7898633833965,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
665,BARBANTE JK COLOR CONE N6 AZ TUR R3009,7898633833903,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
666,BARBANTE JK COLOR CONE N6 BCO R3004,7898633833620,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
667,BARBANTE JK COLOR CONE N6 BORDO R3106,7901063400246,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
668,BARBANTE JK COLOR CONE N6 MARRON R3016,7898633833972,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
669,BARBANTE JK COLOR CONE N6 PTO R3018,7898633833996,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
670,BARBANTE JK COLOR CONE N6 VDE BAND,7898633833910,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
671,BARBANTE JK COLOR CONE N6 VERM R3008,7898633833897,54.36,55.01,55.27,55.52,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
672,BARBANTE JK COLOR MARRON,7898633830827,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
673,493 BARBANTE JK COLOR PRETO R1094,7898633830841,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
674,487 BARBANTE JK COLOR ROSA PINK R1082,7898633830728,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
675,496 BARBANTE JK COLOR VERDE BAND REF1086,7898633830766,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
676,490 BARBANTE JK COLOR VERM R1084,7898633830742,14.35,14.52,14.59,14.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
677,BARBANTE JK CRU 1KG N04,7898633830025,24.29,24.58,24.69,24.81,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
678,BARBANTE JK CRU 1KG N06,7898633830032,24.29,24.58,24.69,24.81,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
679,BARBANTE JK CRU 1KG N08,7898633830049,24.48,24.77,24.89,25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
680,BARBANTE JK CRU 250G N08 R113,7898633830131,7.49,7.58,7.62,7.65,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
681,BARBANTE JK CRU 700G N04 R107,7898633830070,17.54,17.75,17.83,17.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
682,BARBANTE JK CRU 700G N06 R108,7898633830087,17.54,17.75,17.83,17.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
683,BARBANTE JK CRU 700G N08 R109,7898633830094,17.54,17.75,17.83,17.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
684,BARBANTE JK CRU 700G N10,7898633830100,17.54,17.75,17.83,17.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
685,BARBANTE JK CRU 700G N12,7898633830117,17.54,17.75,17.83,17.91,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
686,"BARBECUE CEPERA 3,5KG",7896025803121,37.36,37.81,37.98,38.16,OK_GOIAS_EAN,OK_AUTO,Imagem encontrada no Goias Atacado. score=335; eans=7896025803121,goiasatacado.com.br,https://www.goiasatacado.com.br/molho-barbecue-cepera-35kg--32230-1,https://goiasatacado.agilecdn.com.br/32230_1.jpg,MOLHO BARBECUE CEPÊRA 3.5KG,C:\Users\edson\Downloads\venpro-banco-imagens\goias_atacado\imagens\7896025803121.webp,35812,533,1080,2026-07-07T13:40:39
687,BARBECUE HEINZ 397G SQUEEZE,7896102000160,24.7,25,25.11,25.23,EXISTENTE_GLOBAL,OK_AUTO,Imagem ja existia no banco local; busca no Goias descartada.,,,,,C:\Users\edson\Downloads\venpro-banco-imagens\spani\imagens\7896102000160.webp,15920,0,0,2026-07-07T13:40:35
688,BARBECUE PREDILECTA 200G,7896292310605,4.76,4.82,4.84,4.86,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
689,BARRA CEREAL TRIO 18G ZERO BANAN C/CHOC,7898132847357,1.44,1.46,1.46,1.47,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
690,BARRA CEREAL TRIO 18G ZERO MORANG C/CHO,7898132847364,1.44,1.46,1.46,1.47,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
691,BARRA CEREAL TRIO 20G BANANA AVEIA E MEL,7898132847319,1.22,1.24,1.24,1.25,SEM_IMAGEM_GOIAS,PENDENTE,Nenhuma imagem do Goias Atacado passou nos filtros.,,,,,,0,0,0,2026-07-07T13:40:35
